epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_drone_precision,train_drone_recall,train_drone_f1,train_drone_support,train_bird_precision,train_bird_recall,train_bird_f1,train_bird_support,train_airplane_precision,train_airplane_recall,train_airplane_f1,train_airplane_support,train_helicopter_precision,train_helicopter_recall,train_helicopter_f1,train_helicopter_support,train_confusion_matrix,val_loss,val_accuracy,val_balanced_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_drone_precision,val_drone_recall,val_drone_f1,val_drone_support,val_bird_precision,val_bird_recall,val_bird_f1,val_bird_support,val_airplane_precision,val_airplane_recall,val_airplane_f1,val_airplane_support,val_helicopter_precision,val_helicopter_recall,val_helicopter_f1,val_helicopter_support,val_confusion_matrix
11,0.561777004500128,0.894585410943745,0.7216770052909851,0.8386573195457458,0.7216770052909851,0.771953284740448,0.9116612672805786,0.9710204005241394,0.9404050707817078,59007,0.8060975670814514,0.6328386664390564,0.7090372443199158,2089,0.8076314330101013,0.6274589896202087,0.7062350511550903,7320,0.8292388916015625,0.6553900837898254,0.7321357727050781,8395,"[[57297,274,694,742],[654,1322,79,34],[2345,25,4593,357],[2553,19,321,5502]]",0.46909695512025923,0.9420633978392496,0.85435551404953,0.8582066297531128,0.85435551404953,0.8553673028945923,0.9704552292823792,0.9682658910751343,0.969359278678894,6649,0.7809523940086365,0.7454545497894287,0.7627906799316406,110,0.7868080139160156,0.8709256649017334,0.8267326951026917,767,0.8946107625961304,0.832775890827179,0.8625865578651428,897,"[[6438,12,128,71],[20,82,7,1],[78,5,668,16],[98,6,46,747]]"
12,0.542804799521465,0.9032039681816406,0.7464311122894287,0.8497375845909119,0.7464311122894287,0.7918734550476074,0.9197837114334106,0.9714101552963257,0.9448922276496887,59007,0.8108747005462646,0.656773567199707,0.7257339358329773,2089,0.8277038335800171,0.6628415584564209,0.7361553907394409,7320,0.8405880928039551,0.694699227809906,0.7607121467590332,8395,"[[57320,271,682,734],[619,1372,56,42],[2112,26,4852,330],[2268,23,272,5832]]",0.46891110871532504,0.9415885076576042,0.8093705177307129,0.9137781858444214,0.8093705177307129,0.8441634178161621,0.9661474227905273,0.9700706601142883,0.9681050777435303,6649,1.0,0.5545454621315002,0.7134503126144409,110,0.7851428389549255,0.8956975340843201,0.8367844223976135,767,0.9038224220275879,0.8171683549880981,0.8583138585090637,897,"[[6450,0,141,58],[32,61,14,3],[63,0,687,17],[131,0,33,733]]"
13,0.532374137817779,0.908776086758407,0.7614087462425232,0.8603812456130981,0.7614087462425232,0.8053281903266907,0.9240135550498962,0.9735285639762878,0.9481250643730164,59007,0.8260869383811951,0.6821445822715759,0.7472469806671143,2089,0.8350859880447388,0.6834699511528015,0.7517091631889343,7320,0.8563384413719177,0.7064919471740723,0.7742313742637634,8395,"[[57445,250,660,652],[598,1425,41,25],[1967,32,5003,318],[2159,18,287,5931]]",0.44587223512549223,0.9532233171079187,0.831576943397522,0.9376894235610962,0.831576943397522,0.8776547312736511,0.9592283964157104,0.9872161149978638,0.9730210900306702,6649,0.9367088675498962,0.6727272868156433,0.7830687761306763,110,0.9329268336296082,0.7979139685630798,0.8601546287536621,767,0.9218934774398804,0.868450403213501,0.8943743109703064,897,"[[6564,2,36,47],[31,74,2,3],[137,2,612,16],[111,1,6,779]]"
14,0.5219206713747515,0.9129161187850698,0.7736160159111023,0.8667794466018677,0.7736160159111023,0.8153413534164429,0.9278345704078674,0.9739691615104675,0.9503422379493713,59007,0.8340011239051819,0.6974629163742065,0.759645402431488,2089,0.848038375377655,0.6998633742332458,0.7668587565422058,7320,0.8572437167167664,0.7231685519218445,0.7845189571380615,8395,"[[57471,251,604,681],[539,1457,62,31],[1874,24,5123,299],[2057,15,252,6071]]",0.4349301729634781,0.9570224385610827,0.859748125076294,0.9280312061309814,0.859748125076294,0.8916277885437012,0.9645317196846008,0.9897729158401489,0.9769893288612366,6649,0.8947368264198303,0.7727272510528564,0.8292683362960815,110,0.9197707772254944,0.837027370929718,0.8764505386352539,767,0.9330855011940002,0.8394649028778076,0.8838028311729431,897,"[[6581,6,33,29],[21,85,1,3],[100,3,642,22],[121,1,22,753]]"
15,0.510383332367436,0.9194256031037221,0.7908981442451477,0.876431405544281,0.7908981442451477,0.8296656012535095,0.9335430264472961,0.9758164286613464,0.9542117714881897,59007,0.8445566892623901,0.7204403877258301,0.7775768637657166,2089,0.858479917049408,0.7267759442329407,0.787156879901886,7320,0.8691458106040955,0.7405598759651184,0.7997170090675354,8395,"[[57580,227,583,617],[508,1505,48,28],[1679,30,5320,291],[1912,20,246,6217]]",0.42806088333881115,0.9626023981954173,0.8748836517333984,0.9449254870414734,0.8748836517333984,0.9073459506034851,0.9685108661651611,0.9899232983589172,0.9791001081466675,6649,0.9347826242446899,0.7818182110786438,0.8514851331710815,110,0.939130425453186,0.8448500633239746,0.8894990086555481,767,0.9372780919075012,0.8829431533813477,0.9092996716499329,897,"[[6582,1,27,39],[21,86,1,2],[104,3,648,12],[89,2,14,792]]"
16,0.5039157707212779,0.9229797815417062,0.8028956651687622,0.8858001232147217,0.8028956651687622,0.8406220078468323,0.9354268312454224,0.9768502116203308,0.9556899070739746,59007,0.8596587777137756,0.7477262020111084,0.7997952103614807,2089,0.8717243671417236,0.7362021803855896,0.7982520461082458,7320,0.8763904571533203,0.75080406665802,0.8087509274482727,8395,"[[57641,218,553,595],[460,1562,38,29],[1646,20,5389,265],[1873,17,202,6303]]",0.4310255705793694,0.9598717796509557,0.8619767427444458,0.9386749863624573,0.8619767427444458,0.8972756266593933,0.9608127474784851,0.9956384301185608,0.9779156446456909,6649,0.8712871074676514,0.800000011920929,0.8341232538223267,110,0.958268940448761,0.8083441853523254,0.8769448399543762,767,0.9643312096595764,0.8439241647720337,0.9001188278198242,897,"[[6620,1,19,9],[19,88,1,2],[119,11,620,17],[132,1,7,757]]"
17,0.4982053195271186,0.9256356511437164,0.8074544072151184,0.8857621550559998,0.8074544072151184,0.8433130383491516,0.9388386011123657,0.9776128530502319,0.957833468914032,59007,0.8543956279754639,0.7443752884864807,0.7955999374389648,2089,0.8693363070487976,0.7443988919258118,0.8020312190055847,7320,0.8804780840873718,0.7634305953979492,0.8177874088287354,8395,"[[57686,213,554,554],[465,1555,37,32],[1555,32,5449,284],[1738,20,228,6409]]",0.43071576846080395,0.9608215600142467,0.8545263409614563,0.955593466758728,0.8545263409614563,0.8994812965393066,0.9626985192298889,0.9936832785606384,0.9779455065727234,6649,0.9534883499145508,0.7454545497894287,0.8367347121238708,110,0.9570747017860413,0.7848761677742004,0.862464189529419,767,0.9491124153137207,0.8940914273262024,0.9207807779312134,897,"[[6607,1,17,24],[26,82,0,2],[145,3,602,17],[85,0,10,802]]"
18,0.4897148710304044,0.9295153037976331,0.8192876577377319,0.8955869078636169,0.8192876577377319,0.8543732762336731,0.9412599205970764,0.9784432649612427,0.9594914317131042,59007,0.8726080060005188,0.7640019059181213,0.8147013783454895,2089,0.8828471899032593,0.7607923746109009,0.8172879219055176,7320,0.8856325149536133,0.7739130258560181,0.8260123133659363,8395,"[[57735,198,510,564],[434,1596,31,28],[1483,21,5569,247],[1686,14,198,6497]]",0.41622595886542735,0.9677074676481063,0.9015852212905884,0.9428842067718506,0.9015852212905884,0.9213717579841614,0.9731365442276001,0.991577684879303,0.9822705388069153,6649,0.9038461446762085,0.8545454740524292,0.8785046339035034,110,0.9313187003135681,0.8839634656906128,0.9070234298706055,767,0.9632353186607361,0.8762542009353638,0.9176883697509766,897,"[[6593,7,31,18],[14,94,1,1],[76,2,678,11],[92,1,18,786]]"
19,0.48310303910603536,0.9326789131764982,0.8255614042282104,0.8989396095275879,0.8255614042282104,0.8594481945037842,0.9441195726394653,0.9795278310775757,0.9614978432655334,59007,0.8723404407501221,0.7654380202293396,0.815400242805481,2089,0.8874431848526001,0.7733606696128845,0.8264836668968201,7320,0.8918552398681641,0.7839189767837524,0.8344110250473022,8395,"[[57799,200,485,523],[434,1599,27,29],[1392,21,5661,246],[1595,13,206,6581]]",0.40787797918600494,0.9718627567375044,0.9205441474914551,0.9331281781196594,0.9205441474914551,0.9265242218971252,0.9839363694190979,0.9857121109962463,0.98482346534729,6649,0.8942307829856873,0.8454545736312866,0.869158923625946,110,0.9029003977775574,0.9335071444511414,0.9179487228393555,767,0.9514451026916504,0.917502760887146,0.9341657161712646,897,"[[6554,8,57,30],[13,93,1,3],[40,2,716,9],[54,1,19,823]]"
20,0.4779120250403228,0.9358425225553632,0.8369909524917603,0.9047070741653442,0.8369909524917603,0.8684740662574768,0.9472968578338623,0.9802396297454834,0.9634867310523987,59007,0.887399435043335,0.792245090007782,0.8371269106864929,2089,0.89309161901474,0.7806010842323303,0.8330660462379456,7320,0.8910402059555054,0.7948778867721558,0.8402165770530701,8395,"[[57841,172,453,541],[382,1655,27,25],[1326,30,5714,250],[1510,8,204,6673]]",0.39904844326402883,0.9762554909177252,0.9216275215148926,0.966190755367279,0.9216275215148926,0.9426965713500977,0.9818452596664429,0.9923296570777893,0.9870595932006836,6649,0.9791666865348816,0.8545454740524292,0.9126214385032654,110,0.9398396015167236,0.916558027267456,0.9280528426170349,767,0.9639115333557129,0.9230769276618958,0.9430524110794067,897,"[[6598,0,29,22],[12,94,2,2],[56,1,703,7],[54,1,14,828]]"
21,0.47238634643186433,0.938954056059679,0.8431893587112427,0.9072089791297913,0.8431893587112427,0.8731071949005127,0.9502815008163452,0.9811378121376038,0.9654631614685059,59007,0.8849652409553528,0.7917664051055908,0.8357756733894348,2089,0.8949225544929504,0.7969945073127747,0.843124508857727,7320,0.8986666798591614,0.802858829498291,0.8480654358863831,8395,"[[57894,173,452,488],[365,1654,38,32],[1217,29,5834,240],[1447,13,195,6740]]",0.4061222203154611,0.9735248723732637,0.9116413593292236,0.9635130763053894,0.9116413593292236,0.9357677698135376,0.9793400764465332,0.990976095199585,0.9851237535476685,6649,0.9784946441650391,0.8272727131843567,0.8965517282485962,110,0.9352707862854004,0.9230769276618958,0.9291338920593262,767,0.9609467387199402,0.9052397012710571,0.9322617650032043,897,"[[6589,2,33,25],[13,91,2,4],[55,0,708,4],[71,0,14,812]]"
22,0.4688637171391343,0.9408027496061762,0.8480377197265625,0.9114536046981812,0.8480377197265625,0.8777099251747131,0.951618492603302,0.9820021390914917,0.966571569442749,59007,0.8941742181777954,0.800861656665802,0.84494948387146,2089,0.8981679677963257,0.8036885261535645,0.8483057022094727,7320,0.9018535614013672,0.8055985569953918,0.8510129451751709,8395,"[[57945,172,418,472],[361,1673,25,30],[1187,16,5883,234],[1398,10,224,6763]]",0.39923281739248623,0.974593375281966,0.9144380688667297,0.9539966583251953,0.9144380688667297,0.933186411857605,0.9812332391738892,0.9908257126808167,0.9860061407089233,6649,0.938144326210022,0.8272727131843567,0.8792270421981812,110,0.9341238737106323,0.9243807196617126,0.929226815700531,767,0.9624853730201721,0.915273129940033,0.9382857084274292,897,"[[6588,3,31,27],[15,91,2,2],[54,1,709,3],[57,2,17,821]]"
23,0.4639548814103811,0.9432633346786268,0.8547491431236267,0.9163594841957092,0.8547491431236267,0.8836434483528137,0.9532575011253357,0.9829342365264893,0.9678683876991272,59007,0.9012739062309265,0.8128290772438049,0.8547696471214294,2089,0.901609480381012,0.8112021684646606,0.854019820690155,7320,0.9092970490455627,0.8120309710502625,0.8579159379005432,8395,"[[58000,150,415,442],[334,1698,30,27],[1151,20,5938,211],[1359,16,203,6817]]",0.4022008897246848,0.974237207645732,0.9127792119979858,0.9553785920143127,0.9127792119979858,0.9313290119171143,0.9854135513305664,0.985561728477478,0.9854876399040222,6649,0.9772727489471436,0.7818182110786438,0.8686869144439697,110,0.9211195707321167,0.9439374208450317,0.9323889017105103,767,0.9377085566520691,0.9397993087768555,0.9387527108192444,897,"[[6553,1,49,46],[18,86,3,3],[35,1,724,7],[44,0,10,843]]"
24,0.4617446824962382,0.9436669227063832,0.8561672568321228,0.9155066013336182,0.8561672568321228,0.8840659856796265,0.9540914297103882,0.982646107673645,0.9681582450866699,59007,0.897829532623291,0.8118717074394226,0.8526897430419922,2089,0.9056974649429321,0.8187158703804016,0.860012948513031,7320,0.9044078588485718,0.8114354014396667,0.8554028272628784,8395,"[[57983,162,404,458],[327,1696,29,37],[1081,21,5993,225],[1382,10,191,6812]]",0.402995623645513,0.9737623174640865,0.9134500026702881,0.956158459186554,0.9134500026702881,0.9339487552642822,0.9780610799789429,0.9923296570777893,0.9851436614990234,6649,0.9300000071525574,0.8454545736312866,0.8857143521308899,110,0.9599999785423279,0.9074315428733826,0.9329758882522583,767,0.9565727710723877,0.9085841774940491,0.9319611191749573,897,"[[6598,6,17,28],[16,93,0,1],[63,0,696,8],[69,1,12,815]]"
25,0.4595845710770914,0.944812591946466,0.8608937859535217,0.9186903834342957,0.8608937859535217,0.8881107568740845,0.95504230260849,0.9831884503364563,0.9689109921455383,59007,0.9081847071647644,0.8286261558532715,0.8665832281112671,2089,0.9045516848564148,0.8117486238479614,0.8556411862373352,7320,0.9069828987121582,0.8200119137763977,0.8613075613975525,8395,"[[58015,148,399,445],[303,1731,27,28],[1127,18,5942,233],[1301,9,201,6884]]",0.39329651219253514,0.9788673869167756,0.9174729585647583,0.9732629656791687,0.9174729585647583,0.9439177513122559,0.9794712662696838,0.9974431991577148,0.9883756041526794,6649,0.9587628841400146,0.8454545736312866,0.8985506892204285,110,0.976323127746582,0.9139504432678223,0.9441077709197998,767,0.9784946441650391,0.9130434989929199,0.9446367025375366,897,"[[6632,3,9,5],[15,93,0,2],[54,1,701,11],[70,0,8,819]]"
26,0.45568649253974836,0.946778456210699,0.865454912185669,0.9200335741043091,0.865454912185669,0.8912522792816162,0.9570966958999634,0.9837138056755066,0.9702227711677551,59007,0.9065274000167847,0.8310196399688721,0.8671329021453857,2089,0.9080650210380554,0.8244535326957703,0.8642417192459106,7320,0.9084451198577881,0.8226324915885925,0.8634118437767029,8395,"[[58046,157,370,434],[305,1736,18,30],[1042,11,6035,232],[1255,11,223,6906]]",0.39967786105953146,0.9734061498278523,0.9076499342918396,0.9599442481994629,0.9076499342918396,0.9315099716186523,0.9812080264091492,0.9894720911979675,0.9853227138519287,6649,0.9777777791023254,0.800000011920929,0.8799999952316284,110,0.9313077926635742,0.9191655516624451,0.9251968264579773,767,0.949483335018158,0.9219620823860168,0.935520350933075,897,"[[6579,1,42,27],[17,88,1,4],[48,1,705,13],[61,0,9,827]]"
27,0.45204316136554884,0.9485099790394605,0.8691968321800232,0.9232490658760071,0.8691968321800232,0.8947736024856567,0.9579291343688965,0.9839849472045898,0.9707822203636169,59007,0.9064785838127136,0.8305409550666809,0.8668498396873474,2089,0.91604083776474,0.8331966996192932,0.8726570010185242,7320,0.9125475287437439,0.8290649056434631,0.8688054084777832,8395,"[[58062,149,362,434],[310,1735,19,25],[1004,9,6099,208],[1236,21,178,6960]]",0.3940146609947968,0.9792235545530096,0.90755695104599,0.9591701030731201,0.90755695104599,0.9316669702529907,0.9823206067085266,0.9944352507591248,0.9883408546447754,6649,0.9139785170555115,0.7727272510528564,0.8374383449554443,110,0.9725651741027832,0.9243807196617126,0.9478609561920166,767,0.9678161144256592,0.9386845231056213,0.9530277848243713,897,"[[6612,7,15,15],[21,85,1,3],[48,0,709,10],[50,1,4,842]]"
28,0.44926829774087557,0.9498769707463774,0.8733498454093933,0.9269309639930725,0.8733498454093933,0.8987387418746948,0.9594463109970093,0.9843239188194275,0.9717259407043457,59007,0.9216201901435852,0.838678777217865,0.8781955242156982,2089,0.9135968685150146,0.8334699273109436,0.8716959953308105,7320,0.9130604267120361,0.8369267582893372,0.8733375072479248,8395,"[[58082,127,369,429],[291,1752,25,21],[990,10,6101,219],[1174,12,183,7026]]",0.3892228755612109,0.9813605603704143,0.9521981477737427,0.9571725130081177,0.9521981477737427,0.9545712471008301,0.9903628826141357,0.9891713261604309,0.9897667765617371,6649,0.9433962106704712,0.9090909361839294,0.9259259700775146,110,0.9375796318054199,0.9595828056335449,0.9484536647796631,767,0.9573512673377991,0.9509475827217102,0.9541386365890503,897,"[[6577,4,39,29],[8,100,0,2],[22,2,736,7],[34,0,10,853]]"
29,0.44733444090705,0.9509966020491857,0.8772719502449036,0.9265977144241333,0.8772719502449036,0.900729238986969,0.9606196284294128,0.9847136735916138,0.9725174903869629,59007,0.9147727489471436,0.8477740287780762,0.8799999952316284,2089,0.9167535305023193,0.8409836292266846,0.877235472202301,7320,0.9142447710037231,0.835616409778595,0.8731639981269836,8395,"[[58105,134,356,412],[270,1771,15,33],[931,20,6156,213],[1181,11,188,7015]]",0.38722136009196606,0.9811231152795916,0.9409946203231812,0.9654067158699036,0.9409946203231812,0.9522398710250854,0.9897713661193848,0.9896224737167358,0.9896969199180603,6649,0.9793814420700073,0.8636363744735718,0.9178743958473206,110,0.9340937733650208,0.9608865976333618,0.9473007917404175,767,0.9583802223205566,0.9498327970504761,0.9540873765945435,897,"[[6580,2,42,25],[10,95,1,4],[22,0,737,8],[36,0,9,852]]"
30,0.4448592691600545,0.952676049003398,0.8794488906860352,0.9304770231246948,0.8794488906860352,0.9036979675292969,0.961471676826477,0.9853915572166443,0.9732847213745117,59007,0.920104444026947,0.8434657454490662,0.8801198601722717,2089,0.9209039807319641,0.8461748361587524,0.8819592595100403,7320,0.9194282293319702,0.8427635431289673,0.8794282674789429,8395,"[[58145,119,349,394],[284,1762,16,27],[909,18,6194,199],[1137,16,167,7075]]",0.3917116517835511,0.9776801614626618,0.9509201049804688,0.9478287696838379,0.9509201049804688,0.949004590511322,0.9921092391014099,0.9833057522773743,0.987687885761261,6649,0.9519230723381042,0.8999999761581421,0.9252336621284485,110,0.9153175354003906,0.958279013633728,0.9363057613372803,767,0.9319654703140259,0.9620958566665649,0.9467909932136536,897,"[[6538,2,58,51],[8,99,0,3],[21,2,735,9],[23,1,10,863]]"
